FID,OBJECTID,GEOID10,ALAND10,AWATER10,POP100,HU100,Type,Res,BG_ID_10,CT_ID_10,BOSNA_R_ID,NSA_NAME,BRA_PD_ID,BRA_PD,ZIPCODE,City_Counc,WARD,ISD_Nbhd,Police_Dis,Fire_Distr,PWD,Shape_Leng,Shape_Area
412,413,250250923004,60369,0,574,226,R,1,250250923004,25025092300,18,Codman Sq/East Codman Hill,12,South Dorchester,2124,4,17,Dorchester,3,8,3-03:  North Dorchester,0.010450988,6.59042E-06
413,414,250250923001,107203,0,787,270,R,1,250250923001,25025092300,18,Codman Sq/East Codman Hill,12,South Dorchester,2124,4,17,Dorchester,3,8,3-07:  South Dorchester,0.014557198,1.17031E-05
414,415,250250923003,96991,0,861,324,R,1,250250923003,25025092300,18,Codman Sq/East Codman Hill,12,South Dorchester,2124,4,17,Dorchester,3,8,3-07:  South Dorchester,0.013737388,1.05879E-05
415,416,250250923002,78411,0,671,257,R,1,250250923002,25025092300,18,Codman Sq/East Codman Hill,12,South Dorchester,2124,4,17,Dorchester,3,8,3-07:  South Dorchester,0.011947207,8.55946E-06
416,417,250250924002,127727,0,1089,417,R,1,250250924002,25025092400,34,Franklin Field North,10,Roxbury,2124,4,14,Roxbury,3,8,3-03:  North Dorchester,0.017922314,1.39434E-05
417,418,250250924003,183560,0,1688,711,R,1,250250924003,25025092400,34,Franklin Field North,10,Roxbury,2121,4,14,Roxbury,3,7,3-03:  North Dorchester,0.02003936,2.00395E-05
418,419,250250924001,85542,0,637,248,R,1,250250924001,25025092400,34,Franklin Field North,10,Roxbury,2124,4,14,Roxbury,3,8,3-03:  North Dorchester,0.016570746,9.3384E-06
419,420,250251001007,190390,0,973,395,R,1,250251001007,25025100100,35,Franklin Field South,13,Mattapan,2124,4,14,Mattapan,3,8,3-07:  South Dorchester,0.02441273,2.07826E-05
420,421,250251001006,282574,874,1320,492,P,0,250251001006,25025100100,35,Franklin Field South,13,Mattapan,2124,4,14,Mattapan,3,8,3-07:  South Dorchester,0.031555637,3.09415E-05
421,422,250251001002,80648,0,643,247,R,1,250251001002,25025100100,35,Franklin Field South,13,Mattapan,2124,4,14,Mattapan,3,8,3-07:  South Dorchester,0.016029672,8.80308E-06
422,423,250251001005,62334,0,622,243,R,1,250251001005,25025100100,35,Franklin Field South,13,Mattapan,2124,4,14,Mattapan,3,8,3-07:  South Dorchester,0.010946646,6.80392E-06
423,424,250251001004,96615,0,964,298,R,1,250251001004,25025100100,35,Franklin Field South,13,Mattapan,2124,4,14,Mattapan,3,8,3-07:  South Dorchester,0.015634611,1.05463E-05
424,425,250251001003,129452,0,821,311,R,1,250251001003,25025100100,35,Franklin Field South,13,Mattapan,2124,4,14,Mattapan,3,8,3-07:  South Dorchester,0.018533793,1.41301E-05
425,426,250251002002,80951,0,719,246,R,1,250251002002,25025100200,35,Franklin Field South,13,Mattapan,2124,4,14,Mattapan,3,8,3-07:  South Dorchester,0.016083718,8.83568E-06
426,427,250251002001,137720,0,987,369,R,1,250251002001,25025100200,35,Franklin Field South,13,Mattapan,2124,4,14,Mattapan,3,8,3-07:  South Dorchester,0.018665385,1.50322E-05
427,428,250251002003,131921,0,1081,398,R,1,250251002003,25025100200,35,Franklin Field South,13,Mattapan,2124,4,14,Mattapan,3,8,3-07:  South Dorchester,0.019450752,1.43989E-05
428,429,250251003001,175597,0,983,375,R,1,250251003001,25025100300,25,W Codman Hill/W. Lower Mills,13,Mattapan,2124,4,17,Mattapan,3,8,3-07:  South Dorchester,0.020723828,1.91662E-05
429,430,250250601014,72390,0,721,397,R,1,250250601014,25025060101,60,City Point,3,South Boston,2127,2,6,South Boston,6,6,3-05:  South Boston,0.015618918,7.9071E-06
430,431,250250603012,53482,0,699,345,R,1,250250603012,25025060301,63,Telegraph Hill,3,South Boston,2127,2,7,South Boston,6,6,3-05:  South Boston,0.009758955,5.84168E-06
431,432,250251006032,424622,343678,598,284,R,1,250251006032,25025100603,23,Neponset/Port Norfolk,12,South Dorchester,2122,3,16,Dorchester,11,8,3-07:  South Dorchester,0.047491874,8.38678E-05
432,433,250251101037,57182,0,863,304,R,1,250251101037,25025110103,54,Lower Washington/Mt Hope,14,Roslindale,2131,5,19,Roslindale,5,12,2-02: Jamaica Plain/Roslindale,0.011051238,6.24213E-06
433,434,250250104033,26270,0,747,551,I,0,250250104033,25025010403,31,Fenway,7,Fenway/Kenmore,2115,7,4,Fenway/Kenmore,4,4,1-10A: Kenmore/Fenway/Mission Hill,0.00886252,2.87005E-06
434,435,250251102011,348208,0,2051,874,P,0,250251102011,25025110201,54,Lower Washington/Mt Hope,14,Roslindale,2131,5,18,Roslindale,18,12,2-02: Jamaica Plain/Roslindale,0.031912942,3.80042E-05
435,436,250250101043,103059,4159,1194,710,I,0,250250101043,25025010104,32,Kenmore,7,Fenway/Kenmore,2215,8,5,Fenway/Kenmore,4,4,1-10A: Kenmore/Fenway/Mission Hill,0.022041463,1.17147E-05
436,437,250250814003,317784,0,1164,549,R,1,250250814003,25025081400,56,Highland Park,10,Roxbury,2119,7,11,Roxbury,2,9,1-10A:  Roxbury,0.032864009,3.4709E-05
437,438,250250101041,93465,1834,1311,842,I,0,250250101041,25025010104,8,Back Bay West,5,Back Bay/Beacon Hill,2215,8,5,Back Bay,4,4,1-10A: Kenmore/Fenway/Mission Hill,0.014955986,1.04121E-05
438,439,250250803001,268832,0,1769,791,R,1,250250803001,25025080300,58,Sav-Mor,10,Roxbury,2119,7,8,Roxbury,2,7,1-10A:  Roxbury,0.027321896,2.93622E-05
439,440,250250906002,185325,0,1254,442,I,0,250250906002,25025090600,14,Dudley/Brunswick King,10,Roxbury,2119,7,8,Roxbury,2,7,3-03:  North Dorchester,0.020046018,2.02401E-05
440,441,250251402024,405524,6158,1521,582,R,1,250251402024,25025140202,37,Fairmount Hills,16,Hyde Park,2136,5,18,Hyde Park,18,12,2-08: Hyde Park,0.029350878,4.49093E-05
441,442,250251403004,180606,0,705,236,R,1,250251403004,25025140300,41,West St/River St,16,Hyde Park,2136,5,18,Hyde Park,18,12,2-08: Hyde Park,0.021605277,1.97072E-05
442,443,250251403001,206265,9303,915,343,R,1,250251403001,25025140300,40,Stoney Brook/Cleary Square,16,Hyde Park,2136,5,18,Hyde Park,18,12,2-08: Hyde Park,0.023312926,2.35185E-05
443,444,250251403002,243833,0,862,309,R,1,250251403002,25025140300,40,Stoney Brook/Cleary Square,16,Hyde Park,2136,5,18,Hyde Park,18,12,2-08: Hyde Park,0.023402369,2.66037E-05
444,445,250251404003,242957,12733,1049,368,R,1,250251404003,25025140400,41,West St/River St,16,Hyde Park,2126,5,18,Hyde Park,18,8,2-08: Hyde Park,0.026351257,2.78985E-05
445,446,250251403005,243243,9786,1134,443,R,1,250251403005,25025140300,41,West St/River St,16,Hyde Park,2136,5,18,Hyde Park,18,12,2-08: Hyde Park,0.034225038,2.76073E-05
446,447,250251403006,277146,0,1343,462,R,1,250251403006,25025140300,41,West St/River St,16,Hyde Park,2136,5,18,Hyde Park,18,12,2-08: Hyde Park,0.023445259,3.024E-05
447,448,250251404004,150305,0,755,256,R,1,250251404004,25025140400,41,West St/River St,16,Hyde Park,2126,5,18,Hyde Park,18,8,2-08: Hyde Park,0.018412443,1.64007E-05
448,449,250251003004,104355,0,712,268,R,1,250251003004,25025100300,25,W Codman Hill/W. Lower Mills,13,Mattapan,2124,4,17,Mattapan,3,8,3-07:  South Dorchester,0.017153194,1.139E-05
449,450,250251003002,105785,0,877,324,R,1,250251003002,25025100300,25,W Codman Hill/W. Lower Mills,13,Mattapan,2124,4,17,Mattapan,3,8,3-07:  South Dorchester,0.014507834,1.15456E-05
450,451,250251003003,106142,0,731,295,R,1,250251003003,25025100300,25,W Codman Hill/W. Lower Mills,13,Mattapan,2124,4,17,Mattapan,3,8,3-07:  South Dorchester,0.014022017,1.15845E-05
451,452,250251004003,128637,0,798,303,R,1,250251004003,25025100400,18,Codman Sq/East Codman Hill,12,South Dorchester,2124,3,17,Dorchester,3,8,3-07:  South Dorchester,0.021236323,1.40394E-05
452,453,250251004004,182562,0,1723,642,R,1,250251004004,25025100400,18,Codman Sq/East Codman Hill,12,South Dorchester,2124,4,17,Dorchester,3,8,3-07:  South Dorchester,0.017881999,1.99255E-05
453,454,250251004002,174004,0,1061,350,R,1,250251004002,25025100400,16,Ashmont,12,South Dorchester,2124,3,17,Dorchester,11,8,3-07:  South Dorchester,0.018400868,1.89913E-05
454,455,250251004001,140970,0,1283,535,R,1,250251004001,25025100400,16,Ashmont,12,South Dorchester,2124,4,17,Dorchester,11,8,3-07:  South Dorchester,0.018941394,1.53867E-05
455,456,250251005001,124827,0,1220,493,R,1,250251005001,25025100500,24,St Marks,12,South Dorchester,2124,3,16,Dorchester,11,8,3-07:  South Dorchester,0.019797773,1.36257E-05
456,457,250251005005,165421,0,1188,465,R,1,250251005005,25025100500,18,Codman Sq/East Codman Hill,12,South Dorchester,2124,4,17,Dorchester,3,8,3-07:  South Dorchester,0.018189484,1.80565E-05
457,458,250250001003,109508,0,785,306,R,1,250250001003,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.01973066,1.19668E-05
458,459,250250001002,140416,0,1044,425,R,1,250250001002,25025000100,1,Allston,8,Allston/Brighton,2134,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.017537653,1.53447E-05
459,460,250250001004,171143,0,1003,372,I,0,250250001004,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.019982047,1.87019E-05
460,461,250250403005,57668,0,622,355,R,1,250250403005,25025040300,10,Medford St/The Neck,2,Charlestown,2129,1,2,Charlestown,15,3,1-1A:  Charlestown,0.012384076,6.30382E-06
461,462,250250002014,85400,0,735,383,R,1,250250002014,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.012228996,9.33101E-06
462,463,250250002013,175302,0,1394,541,R,1,250250002013,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.021014241,1.9154E-05
463,464,250250002022,131286,0,825,361,R,1,250250002022,25025000202,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.016095792,1.43443E-05
464,465,250250002012,97531,0,790,307,R,1,250250002012,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.013783229,1.06569E-05
465,466,250250002011,241145,0,935,387,R,1,250250002011,25025000201,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.022377302,2.63502E-05
466,467,250250913002,157287,0,1131,388,R,1,250250913002,25025091300,14,Dudley/Brunswick King,11,North Dorchester,2125,7,7,Dorchester,2,7,3-03:  North Dorchester,0.020805549,1.71772E-05
467,468,250251202011,151710,0,1147,611,R,1,250251202011,25025120201,45,Jamaica Central/South/Sumner,9,Jamaica Plain,2130,6,11,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.018295138,1.65642E-05
468,469,250251101033,232719,0,653,241,R,1,250251101033,25025110103,43,Forest Hills/Woodbourne,14,Roslindale,2131,6,19,Roslindale,5,12,2-02: Jamaica Plain/Roslindale,0.039866798,2.54063E-05
469,470,250250809002,108749,0,1518,505,R,1,250250809002,25025080900,51,Top/Back of Hill/Delle Av/RTH,9,Jamaica Plain,2120,8,10,Mission Hill,2,9,1-10A: Kenmore/Fenway/Mission Hill,0.01501625,1.18786E-05
470,471,250250812001,152919,0,2130,814,R,1,250250812001,25025081200,44,Hyde Square,9,Jamaica Plain,2130,6,10,Jamaica Plain,13,9,1-10A: Kenmore/Fenway/Mission Hill,0.017195725,1.67014E-05
471,472,250251304061,237065,5879,2223,918,P,0,250251304061,25025130406,69,Upper Washington/Spring St,15,West Roxbury,2136,5,18,West Roxbury,5,12,2-08: Hyde Park,0.023372866,2.65057E-05
472,473,250250813002,260167,0,1749,690,R,1,250250813002,25025081300,59,Washington Park,10,Roxbury,2119,7,11,Roxbury,2,9,1-10A:  Roxbury,0.026462484,2.8413E-05
473,474,250251203013,204891,0,1543,554,R,1,250251203013,25025120301,42,Egleston Square,10,Roxbury,2130,6,11,Roxbury,13,9,2-02: Jamaica Plain/Roslindale,0.022484737,2.23722E-05
474,475,250250821003,170844,0,2244,1012,R,1,250250821003,25025082100,59,Washington Park,10,Roxbury,2121,7,12,Roxbury,2,9,1-10A:  Roxbury,0.017397372,1.86549E-05
475,476,250250914001,176299,0,1672,584,R,1,250250914001,25025091400,15,Uphams Corner/Jones Hill,11,North Dorchester,2125,7,13,Dorchester,2,7,3-03:  North Dorchester,0.020418676,1.92523E-05
476,477,250251202013,243007,0,451,221,R,1,250251202013,25025120201,45,Jamaica Central/South/Sumner,9,Jamaica Plain,2130,6,11,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.022698299,2.65313E-05
477,478,250250005042,101451,0,1419,824,R,1,250250005042,25025000504,5,Commonwealth - Cleveland Cir,8,Allston/Brighton,2135,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.02236192,1.10831E-05
478,479,250251103011,417075,0,1134,403,P,0,250251103011,25025110301,54,Lower Washington/Mt Hope,14,Roslindale,2131,5,18,Roslindale,18,12,2-02: Jamaica Plain/Roslindale,0.036598188,4.55233E-05
479,480,250250002023,123038,0,748,298,R,1,250250002023,25025000202,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.016230645,1.34439E-05
480,481,250250006012,174860,0,1077,537,R,1,250250006012,25025000601,3,Brighton - St Elizabeth's,8,Allston/Brighton,2135,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.019296533,1.9105E-05
481,482,250250002021,282688,0,1487,597,R,1,250250002021,25025000202,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.031578551,3.08878E-05
482,483,250250507002,62351,0,1344,484,R,1,250250507002,25025050700,27,Central-Maverick Sq/Paris St,1,East Boston,2128,1,1,East Boston,7,1,1-09:  East Boston,0.012734559,6.81535E-06
483,484,250250004014,152593,0,2009,1157,R,1,250250004014,25025000401,3,Brighton - St Elizabeth's,8,Allston/Brighton,2135,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.018459171,1.66704E-05
484,485,250250004013,116848,0,1027,422,R,1,250250004013,25025000401,3,Brighton - St Elizabeth's,8,Allston/Brighton,2135,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.018033647,1.2766E-05
485,486,250250004021,162099,0,1525,655,R,1,250250004021,25025000402,3,Brighton - St Elizabeth's,8,Allston/Brighton,2135,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.017552793,1.77088E-05
486,487,250250004022,383033,0,995,381,I,0,250250004022,25025000402,3,Brighton - St Elizabeth's,8,Allston/Brighton,2135,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.026015447,4.18457E-05
487,488,250250004023,261633,0,1128,507,R,1,250250004023,25025000402,3,Brighton - St Elizabeth's,8,Allston/Brighton,2135,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.025062557,2.85847E-05
488,489,250250004011,54141,0,1498,872,R,1,250250004011,25025000401,3,Brighton - St Elizabeth's,8,Allston/Brighton,2135,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.010607968,5.91482E-06
489,490,250250004012,107461,0,1138,514,R,1,250250004012,25025000401,3,Brighton - St Elizabeth's,8,Allston/Brighton,2135,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.017005247,1.17401E-05
490,491,250251304023,444853,0,1058,452,R,1,250251304023,25025130402,69,Upper Washington/Spring St,15,West Roxbury,2132,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale,0.034247885,4.85436E-05
491,492,250251404005,270016,0,1399,518,R,1,250251404005,25025140400,41,West St/River St,16,Hyde Park,2126,5,18,Hyde Park,18,8,2-08: Hyde Park,0.025604579,2.94651E-05
492,493,250251404006,694806,0,1618,625,R,1,250251404006,25025140400,41,West St/River St,16,Hyde Park,2136,5,18,Hyde Park,18,12,2-08: Hyde Park,0.039092547,7.5822E-05
493,494,250250102034,113191,0,493,342,I,0,250250102034,25025010203,33,West Fens,7,Fenway/Kenmore,2215,8,5,Fenway/Kenmore,4,4,1-10A: Kenmore/Fenway/Mission Hill,0.018300148,1.23665E-05
494,495,250251201031,353248,0,1508,696,R,1,250251201031,25025120103,46,Jamaica Hills/Pond,9,Jamaica Plain,2130,6,19,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.02542619,3.85727E-05
495,496,250250808012,168725,0,1666,569,I,0,250250808012,25025080801,50,Mission Hill Projects,9,Jamaica Plain,2120,8,10,Mission Hill,2,9,1-10A: Kenmore/Fenway/Mission Hill,0.019172322,1.84303E-05
496,497,250250511012,284619,0,1949,741,R,1,250250511012,25025051101,29,Harbor View/Orient Heights,1,East Boston,2128,1,1,East Boston,7,1,1-09:  East Boston,0.026311462,3.11175E-05
497,498,250250804011,294596,0,1265,526,R,1,250250804011,25025080401,57,Lower Roxbury,10,Roxbury,2119,7,8,Roxbury,2,7,1-10A:  Roxbury,0.028128953,3.21783E-05
498,499,250251104035,215734,0,989,392,R,1,250251104035,25025110403,55,Metropolitan Hill/Beech St,14,Roslindale,2131,5,18,Roslindale,5,12,2-06:  West Roxbury/Roslindale,0.024918042,2.35438E-05
499,500,250250603013,127126,0,1092,561,R,1,250250603013,25025060301,63,Telegraph Hill,3,South Boston,2127,2,6,South Boston,6,6,3-05:  South Boston,0.019792923,1.38866E-05
500,501,250251401051,751519,0,2359,887,R,1,250251401051,25025140105,41,West St/River St,16,Hyde Park,2136,5,18,Hyde Park,18,12,2-08: Hyde Park,0.037148466,8.20068E-05
501,502,250251203014,234901,0,1231,567,R,1,250251203014,25025120301,42,Egleston Square,10,Roxbury,2130,6,11,Roxbury,13,9,2-02: Jamaica Plain/Roslindale,0.021438026,2.56504E-05
502,503,250251101032,89730,0,733,257,R,1,250251101032,25025110103,54,Lower Washington/Mt Hope,14,Roslindale,2131,5,19,Roslindale,5,12,2-02: Jamaica Plain/Roslindale,0.018798327,9.79509E-06
503,504,250251006031,461847,0,1306,556,R,1,250251006031,25025100603,23,Neponset/Port Norfolk,12,South Dorchester,2122,3,16,Dorchester,11,8,3-07:  South Dorchester,0.0406775,5.04146E-05
504,505,250251101031,171426,0,568,325,P,0,250251101031,25025110103,43,Forest Hills/Woodbourne,14,Roslindale,2130,6,11,Roslindale,13,12,2-02: Jamaica Plain/Roslindale,0.021634551,1.87151E-05
505,506,250250002024,64625,0,825,266,R,1,250250002024,25025000202,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.012938929,7.06162E-06
506,507,250250005041,97322,0,1326,724,R,1,250250005041,25025000504,5,Commonwealth - Cleveland Cir,8,Allston/Brighton,2135,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.013355463,1.06325E-05
507,508,250250005044,47057,0,860,424,R,1,250250005044,25025000504,5,Commonwealth - Cleveland Cir,8,Allston/Brighton,2135,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.011683207,5.14071E-06
508,509,250250005043,87357,0,1380,754,R,1,250250005043,25025000504,5,Commonwealth - Cleveland Cir,8,Allston/Brighton,2135,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.016259091,9.54303E-06
509,510,250250005032,75524,0,1449,993,R,1,250250005032,25025000503,5,Commonwealth - Cleveland Cir,8,Allston/Brighton,2135,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.011768055,8.25006E-06
510,511,250250005021,172396,0,883,522,P,0,250250005021,25025000502,5,Commonwealth - Cleveland Cir,8,Allston/Brighton,2135,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.031733601,1.88318E-05
511,512,250250005023,87336,0,1619,973,R,1,250250005023,25025000502,3,Brighton - St Elizabeth's,8,Allston/Brighton,2135,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.015052301,9.54091E-06
512,513,250250005022,353093,334529,715,545,P,0,250250005022,25025000502,5,Commonwealth - Cleveland Cir,8,Allston/Brighton,2135,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.041609067,7.51139E-05
513,514,250250006011,144597,0,762,215,R,1,250250006011,25025000601,2,Brighton - Oak Square,8,Allston/Brighton,2134,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.020319867,1.57994E-05
514,515,250250006013,87184,0,664,285,R,1,250250006013,25025000601,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.019617297,9.52605E-06
515,516,250250006014,88403,0,1068,488,R,1,250250006014,25025000601,2,Brighton - Oak Square,8,Allston/Brighton,2135,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.01489773,9.65962E-06
516,517,250250005024,251064,0,3086,1,I,0,250250005024,25025000502,5,Commonwealth - Cleveland Cir,8,Allston/Brighton,2135,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.021982711,2.74254E-05
517,518,250251404007,254564,0,1172,463,R,1,250251404007,25025140400,41,West St/River St,16,Hyde Park,2131,5,18,Hyde Park,18,12,2-08: Hyde Park,0.028327486,2.77806E-05
518,519,250250006022,122167,0,1111,626,R,1,250250006022,25025000602,3,Brighton - St Elizabeth's,8,Allston/Brighton,2134,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.0184124,1.3348E-05
519,520,250250006021,165121,0,1457,711,R,1,250250006021,25025000602,3,Brighton - St Elizabeth's,8,Allston/Brighton,2134,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.017547321,1.80416E-05
520,521,250251201052,522669,0,933,388,R,1,250251201052,25025120105,46,Jamaica Hills/Pond,9,Jamaica Plain,2130,6,19,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.042527419,5.70708E-05
521,522,250251101036,107376,0,583,271,R,1,250251101036,25025110103,43,Forest Hills/Woodbourne,14,Roslindale,2130,6,19,Roslindale,13,12,2-02: Jamaica Plain/Roslindale,0.015199625,1.17214E-05
522,523,250250408012,480123,413814,828,263,I,0,250250408012,25025040801,11,Thompson Sq/Bunker Hill,2,Charlestown,2129,1,2,Charlestown,15,3,1-1A:  Charlestown,0.044149802,9.77216E-05
523,524,250250910011,96905,0,650,248,R,1,250250910011,25025091001,13,Columbia Pt/Savin Hill,11,North Dorchester,2125,3,15,Dorchester,11,7,3-03:  North Dorchester,0.0160294,1.05812E-05
524,525,250259818001,703274,393640,82,49,I,0,250259818001,25025981800,46,Jamaica Hills/Pond,9,Jamaica Plain,2130,8,10,Jamaica Plain,13,9,1-10A: Kenmore/Fenway/Mission Hill,0.127828861,0.000119809
525,526,250250703004,75790,0,1119,746,D,0,250250703004,25025070300,64,South End - Columbus,6,South End,2116,2,5,South End,4,4,1-1C: Back Bay/South End/Downtown,0.012850217,8.28032E-06
526,527,250259817001,314777,14973,0,0,D,0,250259817001,25025981700,6,Beacon Hill,5,Back Bay/Beacon Hill,2108,8,5,Beacon Hill,1,3,1-1C: Back Bay/South End/Downtown,0.026562053,3.60313E-05
527,528,250250701014,26533,0,1887,941,D,0,250250701014,25025070101,26,Downtown/Central/West End,4,Central,2111,2,3,Financial District/Downtown,1,3,1-1C: Back Bay/South End/Downtown,0.006967028,2.89916E-06
528,529,250250701015,16573,0,451,161,D,0,250250701015,25025070101,26,Downtown/Central/West End,4,Central,2111,2,3,Financial District/Downtown,1,3,1-1C: Back Bay/South End/Downtown,0.005669839,1.81096E-06
529,530,250250701016,13519,0,366,325,D,0,250250701016,25025070101,26,Downtown/Central/West End,4,Central,2116,2,3,Bay Village,1,4,1-1C: Back Bay/South End/Downtown,0.005574828,1.47707E-06
530,531,250250701017,40124,0,1102,701,D,0,250250701017,25025070101,12,Chinatown/SCove/Bay Village,4,Central,2111,2,3,Chinatown,1,4,1-1C: Back Bay/South End/Downtown,0.010810986,4.38425E-06
531,532,250250701018,303474,0,449,246,D,0,250250701018,25025070101,26,Downtown/Central/West End,4,Central,2110,1,3,Financial District/Downtown,1,3,1-1C: Back Bay/South End/Downtown,0.026716185,3.31602E-05
532,533,250250403002,82543,0,1247,662,R,1,250250403002,25025040300,11,Thompson Sq/Bunker Hill,2,Charlestown,2129,1,2,Charlestown,15,3,1-1A:  Charlestown,0.015001731,9.02233E-06
533,534,250250403001,49551,0,739,334,R,1,250250403001,25025040300,11,Thompson Sq/Bunker Hill,2,Charlestown,2129,1,2,Charlestown,15,3,1-1A:  Charlestown,0.009541555,5.41651E-06
534,535,250250404011,121186,0,1689,766,R,1,250250404011,25025040401,11,Thompson Sq/Bunker Hill,2,Charlestown,2129,1,2,Charlestown,15,3,1-1A:  Charlestown,0.017193383,1.32466E-05
535,536,250250303004,31563,0,548,465,D,0,250250303004,25025030300,26,Downtown/Central/West End,4,Central,2108,1,3,Financial District/Downtown,1,3,1-1C: Back Bay/South End/Downtown,0.008551173,3.44892E-06
536,537,250250502004,43293,0,1055,349,R,1,250250502004,25025050200,27,Central-Maverick Sq/Paris St,1,East Boston,2128,1,1,East Boston,7,1,1-09:  East Boston,0.011648757,4.73221E-06
537,538,250250006023,312489,0,1406,698,I,0,250250006023,25025000602,3,Brighton - St Elizabeth's,8,Allston/Brighton,2135,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.025033757,3.41413E-05
538,539,250250007012,32648,0,581,255,R,1,250250007012,25025000701,4,Commonwealth - Kelton St,8,Allston/Brighton,2134,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.008227751,3.56711E-06
539,540,250250007011,32803,0,845,510,R,1,250250007011,25025000701,4,Commonwealth - Kelton St,8,Allston/Brighton,2134,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.008516196,3.58389E-06
540,541,250250007014,55254,0,922,510,R,1,250250007014,25025000701,4,Commonwealth - Kelton St,8,Allston/Brighton,2135,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.010774818,6.03664E-06
541,542,250250007013,27857,0,599,320,R,1,250250007013,25025000701,4,Commonwealth - Kelton St,8,Allston/Brighton,2135,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.0119938,3.04358E-06
542,543,250250007015,81871,0,1499,764,R,1,250250007015,25025000701,4,Commonwealth - Kelton St,8,Allston/Brighton,2135,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.012257728,8.94486E-06
543,544,250250007031,72982,0,1308,747,R,1,250250007031,25025000703,4,Commonwealth - Kelton St,8,Allston/Brighton,2134,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.02206276,7.97413E-06
544,545,250250007032,105038,0,1483,671,R,1,250250007032,25025000703,4,Commonwealth - Kelton St,8,Allston/Brighton,2134,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.016518317,1.14768E-05
545,546,250250007041,109790,0,1763,792,R,1,250250007041,25025000704,4,Commonwealth - Kelton St,8,Allston/Brighton,2134,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.014676847,1.1996E-05
546,547,250250007044,48432,0,1133,547,R,1,250250007044,25025000704,4,Commonwealth - Kelton St,8,Allston/Brighton,2134,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.011682756,5.2918E-06
